id,jobId,category,vulnerability,count
223,3363,Cryptography,CryptoCheckAnalysis_UnsafeECB,4
224,1891,Cryptography,CryptoCheckAnalysis_StaticIV,3
225,1891,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
226,1891,Cryptography,CryptoCheckAnalysis_UnsafeECB,3
227,1891,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,12
228,1354,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,1
229,1588,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
230,1588,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,14
231,3119,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
232,3119,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,128
233,3119,Cryptography,CryptoCheckAnalysis_UnsafeECB,24
234,3904,Cryptography,CryptoCheckAnalysis_StaticIV,1
235,3904,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
236,3904,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,48
237,3904,Cryptography,CryptoCheckAnalysis_UnsafeECB,5
238,3384,Cryptography,CryptoCheckAnalysis_StaticIV,1
239,3384,Cryptography,CryptoCheckAnalysis_HardCodedKey,10
240,3384,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,176
241,3384,Cryptography,CryptoCheckAnalysis_UnsafeECB,12
242,3950,Cryptography,CryptoCheckAnalysis_StaticIV,2
243,3950,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
244,3950,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,6
245,3950,Cryptography,CryptoCheckAnalysis_UnsafeECB,2
246,3131,Cryptography,CryptoCheckAnalysis_StaticIV,1
247,3131,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
248,3131,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,14
249,3131,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
250,4011,Cryptography,CryptoCheckAnalysis_StaticIV,1
251,4011,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
252,4011,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,18
253,4011,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
254,2286,Cryptography,CryptoCheckAnalysis_StaticIV,1
255,2286,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
256,2286,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,12
257,2286,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
258,677,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,1
259,2105,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,1
260,2795,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,2
261,3457,Cryptography,CryptoCheckAnalysis_StaticIV,2
262,3457,Cryptography,CryptoCheckAnalysis_HardCodedKey,3
263,3457,Cryptography,CryptoCheckAnalysis_UnsafeECB,6
264,3457,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,62
265,4119,Cryptography,CryptoCheckAnalysis_StaticIV,1
266,4119,Cryptography,CryptoCheckAnalysis_HardCodedKey,3
267,4119,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,25
268,4119,Cryptography,CryptoCheckAnalysis_UnsafeECB,2
269,2787,Cryptography,CryptoCheckAnalysis_StaticIV,1
270,2787,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
271,2787,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,9
272,2787,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
273,1407,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
274,1407,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,5
275,1407,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
276,3564,Cryptography,CryptoCheckAnalysis_HardCodedKey,3
277,3564,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,58
278,3564,Cryptography,CryptoCheckAnalysis_UnsafeECB,8
279,3046,Cryptography,CryptoCheckAnalysis_StaticIV,1
280,3046,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
281,3046,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,26
282,3046,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
283,3349,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,129
284,3349,Cryptography,CryptoCheckAnalysis_UnsafeECB,30
285,1697,Cryptography,CryptoCheckAnalysis_StaticIV,1
286,1697,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
287,1697,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,5
288,1697,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
289,4120,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,47
290,4120,Cryptography,CryptoCheckAnalysis_UnsafeECB,2
291,2075,Cryptography,CryptoCheckAnalysis_StaticIV,2
292,2075,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
293,2075,Cryptography,CryptoCheckAnalysis_UnsafeECB,5
294,2075,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,10
295,3773,Cryptography,CryptoCheckAnalysis_StaticIV,3
296,3773,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
297,3773,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,25
298,3773,Cryptography,CryptoCheckAnalysis_UnsafeECB,3
299,2117,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,5
300,3793,Cryptography,CryptoCheckAnalysis_StaticIV,1
301,3793,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
302,3793,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,67
303,3793,Cryptography,CryptoCheckAnalysis_UnsafeECB,10
304,3365,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,16
305,3365,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
306,2193,Cryptography,CryptoCheckAnalysis_StaticIV,1
307,2193,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
308,2193,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,15
309,2193,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
310,2451,Cryptography,CryptoCheckAnalysis_StaticIV,1
311,2451,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
312,2451,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,29
313,2451,Cryptography,CryptoCheckAnalysis_UnsafeECB,5
314,2447,Cryptography,CryptoCheckAnalysis_StaticIV,1
315,2447,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
316,2447,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,28
317,2447,Cryptography,CryptoCheckAnalysis_UnsafeECB,3
318,3998,Cryptography,CryptoCheckAnalysis_StaticIV,2
319,3998,Cryptography,CryptoCheckAnalysis_HardCodedKey,5
320,3998,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,101
321,3998,Cryptography,CryptoCheckAnalysis_UnsafeECB,19
322,4026,Cryptography,CryptoCheckAnalysis_StaticIV,3
323,4026,Cryptography,CryptoCheckAnalysis_HardCodedKey,4
324,4026,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,25
325,4026,Cryptography,CryptoCheckAnalysis_UnsafeECB,4
326,3797,Cryptography,CryptoCheckAnalysis_StaticIV,2
327,3797,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
328,3797,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,62
329,3797,Cryptography,CryptoCheckAnalysis_UnsafeECB,11
330,917,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,1
331,2809,Cryptography,CryptoCheckAnalysis_StaticIV,1
332,2809,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
333,2809,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,18
334,2809,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
335,2065,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,8
336,2822,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,27
337,2822,Cryptography,CryptoCheckAnalysis_UnsafeECB,7
338,3997,Cryptography,CryptoCheckAnalysis_StaticIV,2
339,3997,Cryptography,CryptoCheckAnalysis_HardCodedKey,3
340,3997,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,67
341,3997,Cryptography,CryptoCheckAnalysis_UnsafeECB,6
342,1947,Cryptography,CryptoCheckAnalysis_StaticIV,1
343,1947,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
344,1947,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,6
345,1947,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
346,4189,Cryptography,CryptoCheckAnalysis_StaticIV,3
347,4189,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
348,4189,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,24
349,4189,Cryptography,CryptoCheckAnalysis_UnsafeECB,3
350,2994,Cryptography,CryptoCheckAnalysis_StaticIV,1
351,2994,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
352,2994,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,8
353,2994,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
354,3461,Cryptography,CryptoCheckAnalysis_StaticIV,1
355,3461,Cryptography,CryptoCheckAnalysis_HardCodedKey,5
356,3461,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,34
357,3461,Cryptography,CryptoCheckAnalysis_UnsafeECB,5
358,3580,Cryptography,CryptoCheckAnalysis_StaticIV,1
359,3580,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
360,3580,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,7
361,3580,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
362,3853,Cryptography,CryptoCheckAnalysis_StaticIV,3
363,3853,Cryptography,CryptoCheckAnalysis_HardCodedKey,7
364,3853,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,148
365,3853,Cryptography,CryptoCheckAnalysis_UnsafeECB,9
366,2568,Cryptography,CryptoCheckAnalysis_StaticIV,1
367,2568,Cryptography,CryptoCheckAnalysis_HardCodedKey,5
368,2568,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,30
369,2568,Cryptography,CryptoCheckAnalysis_UnsafeECB,5
370,3883,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
371,3883,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,49
372,3883,Cryptography,CryptoCheckAnalysis_UnsafeECB,6
373,3734,Cryptography,CryptoCheckAnalysis_StaticIV,1
374,3734,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
375,3734,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,106
376,3734,Cryptography,CryptoCheckAnalysis_UnsafeECB,18
377,3918,Cryptography,CryptoCheckAnalysis_StaticIV,4
378,3918,Cryptography,CryptoCheckAnalysis_HardCodedKey,5
379,3918,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,145
380,3918,Cryptography,CryptoCheckAnalysis_UnsafeECB,19
381,2841,Cryptography,CryptoCheckAnalysis_StaticIV,1
382,2841,Cryptography,CryptoCheckAnalysis_HardCodedKey,2
383,2841,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,8
384,2841,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
385,3074,Cryptography,CryptoCheckAnalysis_StaticIV,1
386,3074,Cryptography,CryptoCheckAnalysis_HardCodedKey,1
387,3074,Cryptography,CryptoCheckAnalysis_InsecureCryptoAlgorithm,39
388,3074,Cryptography,CryptoCheckAnalysis_UnsafeECB,1
389,2423,Cryptography,CryptoCheckAnalysis_StaticIV,3
390,2423,Cryptography,CryptoCheckAnalysis_HardCodedKey,4
